logm,b1,b0,b2,logm_se,b1_se,b0_se,b2_se
1.1126509568023013,0.4597938265305563,0.3887560789254666,-0.513720048282252,0.16258070241295192,0.14031910568292474,0.19316922619967147,0.3359210630819996
0.980167675158794,0.13418437997215293,0.22750184550313302,0.3139997504670037,0.17105244174122194,0.16984787562146195,0.26342655111206087,0.4232082800110314
1.2093232033487142,0.2701968030985336,0.12949325819430293,0.40105976282429456,0.14158871763857497,0.09540967854401093,0.16520015117486084,0.26394316660800676
1.0816224736504334,0.2644515762181319,0.38988071877204356,0.1020875662587821,0.14628925883209284,0.11883450065295094,0.2018434786121556,0.34498246371677666
1.4458384498850292,0.17769514509213769,0.2667989609608534,0.2393799366824823,0.13430556576239236,0.11783022526110493,0.1647834537444784,0.26989756670691717
1.2721116719476036,0.30282013489743714,0.36909725519134684,-0.014162687920749262,0.14258796973996407,0.1256993784181221,0.18173529164430963,0.33200005440989155
1.3464094335782635,-0.09793781994526789,-0.002273212084308959,0.7698811177403462,0.12417078278590235,0.12206468034215587,0.16427402545913292,0.29932669803497525
1.0241109827011758,-0.10353204261771154,-0.05857405816852436,0.9219480608085632,0.1558699087444853,0.1279158309736965,0.21999531716696383,0.36008820355037824
1.1080842402458948,0.3474243021118997,0.2811285942742379,0.29996004012226546,0.14142936302353462,0.12349949242381013,0.17951978973481353,0.2981286228600824
0.8854350477889306,0.09398536602879616,0.2248995182869974,0.6214344850622575,0.16387672784980695,0.12482638118408217,0.2182846741380802,0.37151426810118754
0.9232580540285216,0.2092388781206086,0.3378596273933711,0.4029260108640409,0.15917355165483774,0.13771363063625247,0.2005889218139227,0.33288369241081156
1.2664111233488018,0.29500583848392714,0.2610343751462693,0.2438799055788432,0.14836569145713419,0.09347591227847953,0.17238723320775567,0.2573800911654234
1.0566588545870836,0.32295152791581444,0.09468746281174006,0.372695342321304,0.16962699166741455,0.12511641227885548,0.18607911851251227,0.2810193106931297
1.1999905044206327,0.13388415014205168,0.3301856227891815,0.22987348628909934,0.14545521565604963,0.08979145231477204,0.16707759296718572,0.25270534532056194
1.083001608783638,0.23048223194978273,0.36034534613501706,-0.07771626707332188,0.17112853359291721,0.10399651667120922,0.16849149038342848,0.2948532643321562
1.2051874572410548,0.24925289927478517,0.3070759205308586,0.2286405247045637,0.16324374719678592,0.0959884065412784,0.15794512809544675,0.25536820817562544
1.263585088422076,0.22700508743316483,0.24822977364322876,0.13568277194075254,0.14274717934992318,0.11237627782364822,0.17254242716466672,0.26868662946163646
