logm,b1,b0,b2,logm_se,b1_se,b0_se,b2_se
1.065904663543358,0.3055014190274309,0.20345865044578118,-0.17255187178374454,0.15465571127061922,0.09608559993463081,0.17224020951998759,0.280209312747581
0.9769287658750744,0.08688559950796096,0.17746722409477564,0.4086690472998522,0.16001612557354192,0.09924988701742386,0.18117396894170018,0.2915469896679545
1.1899021107375298,0.20387210062670436,0.0665144854962827,0.5316708860017024,0.1483867217864333,0.07958770637614893,0.1454191121455595,0.23911508048274419
1.066551566232704,0.19160251725544325,0.2942803852984571,0.26255951781503706,0.1550286883384434,0.09155564251679564,0.1926010464232295,0.2800339550256134
1.4364151409623558,0.11741759541844168,0.20165914987302658,0.3678715222920007,0.13759388987538443,0.0726848421269496,0.13663541111164484,0.22047596632122765
1.244868832445205,0.2069778820914296,0.26682968677242996,0.206864022959776,0.14549153367076728,0.07797584214868954,0.15425722053219756,0.24924506627323795
1.3439142516444287,-0.06327169492594323,0.03294913801829717,0.7005090048780545,0.14126293937804132,0.07753039195790129,0.14480805097117,0.23349055970492963
1.0219275421216376,-0.07242553655820383,-0.02103369496770901,0.8545783793720632,0.157486857519215,0.08816352793471414,0.17765932888749306,0.29339091713495025
1.0836872055819158,0.24010515973288332,0.161254205027612,0.5171542690534544,0.15419091025293782,0.09292701820248157,0.1796538492506605,0.26993625155011336
0.8831237454598058,0.06908395316117076,0.19694434147605236,0.681748847479916,0.16626394775825848,0.0988007313979142,0.19664498475832698,0.3391640202714566
0.915921171280932,0.14156948163732114,0.26948387012367847,0.537557117325361,0.1643833094652635,0.10762143030883821,0.18648156925954076,0.3120753309694746
1.2392517057640182,0.21073481286196138,0.16261508735746538,0.42132805977095794,0.1459949958107339,0.07849339415071822,0.15196650291444405,0.2344745312740461
1.0353537617534596,0.2324513711303567,-0.0165541523519361,0.5489997666174491,0.1570709412731214,0.08890274556260133,0.1751463963866076,0.2618655336657291
1.1955958599719236,0.10158172843974775,0.3000774331354241,0.29188338425147,0.14806735942800112,0.08096584449403839,0.15705452669175848,0.2413088932735015
1.0680132402667302,0.17049924709464293,0.287174214218292,0.05959843316436744,0.15452049740967172,0.08049299114341285,0.166291861478291,0.2696331881517422
1.1887439786173384,0.1887618337815213,0.24087324863044693,0.35243732739380856,0.14852365975380283,0.07879661701411103,0.15581641667376697,0.2412701132261983
