m,b1,b0,b2,m_cov,b1_cov,b0_cov,b2_cov,message
2.866036614832188,0.2440472758822716,0.25190070326159986,0.24721088319009227,0.14887661092673765,0.04881079713338018,0.06923176519363779,0.1194833563312295,Optimization terminated successfully.
3.243874245225551,0.26356574673646305,0.19395304279230594,0.28012543846799554,0.15818833687639214,0.04057649261724983,0.05739802100309307,0.10032521964880994,Optimization terminated successfully.
2.890998362241624,0.2812275054629836,0.27141034197539626,0.1605025387651059,0.1495370171793831,0.04491516735361492,0.062372585085685654,0.10642928618816758,Optimization terminated successfully.
3.038882296608973,0.35305971529216285,0.41982711322148114,0.02769542524451183,0.1660310929167831,0.046357665904974026,0.06384266685851092,0.11216631908487275,Optimization terminated successfully.
2.9382214287418975,0.20864327490595255,0.2678352360474892,0.3185898035046345,0.14962910031063872,0.04444267520762515,0.06327746157492757,0.1085207996391966,Optimization terminated successfully.
3.200876007976156,0.2840463862664832,0.19791644904884226,0.21893896566112764,0.16387341630958943,0.04434203687415562,0.05966637777946843,0.10446977806207466,Optimization terminated successfully.
2.886140484586193,0.25741457526238254,0.2985238208191534,0.1758388090407347,0.1490151180551773,0.04134718487893422,0.05990164927906627,0.10462921877215342,Optimization terminated successfully.
3.1583569573689054,0.3076948624905982,0.22454906810837968,0.2734870801308301,0.15875640605084318,0.04749466573650005,0.06259928160968203,0.11331192435708062,Optimization terminated successfully.
2.6143025441472982,0.2754435032152994,0.27874840184618976,0.20341864194521558,0.13673765524824347,0.04771595091522181,0.06835957443423107,0.11497087277961449,Optimization terminated successfully.
3.361291228263704,0.33728337814859255,0.3161293296772833,0.1373176126022557,0.1719523560851267,0.04272595544393024,0.06007427905054049,0.1066450420841611,Optimization terminated successfully.
3.0822702621385965,0.31906833050369804,0.3480469252110624,0.12813713295437051,0.14599308794213323,0.04935287433356977,0.06619756069760395,0.11498830029322923,Optimization terminated successfully.
3.135688293196641,0.27862322170220843,0.23115968566787776,0.18894002275216748,0.1548950812545154,0.04508701575639362,0.059040227872779884,0.10610819952068641,Optimization terminated successfully.
2.7702799858917033,0.3448628197706633,0.36690930544489403,0.04841124854921936,0.14610609319793982,0.04675505057973443,0.06976664668425492,0.11237909916112926,Optimization terminated successfully.
3.068008982902853,0.275157787243781,0.2292062031512109,0.27759661423855175,0.16025857114691314,0.046613240709377425,0.06370906837728035,0.11356307511774866,Optimization terminated successfully.
2.8365642286219,0.20961701276605813,0.2255470456827417,0.33677583783969717,0.14318990376862026,0.04311158953822703,0.059209141812266344,0.1024367142991199,Optimization terminated successfully.
2.9845104069882127,0.28334129200216257,0.2928522342978947,0.11379302907875283,0.1527323565289892,0.04378559630062696,0.058628552179816225,0.10204885956786648,Optimization terminated successfully.
3.02603705712647,0.25977981839890363,0.24370207321212897,0.21960757908986112,0.15395235456954182,0.04371930022367401,0.06299263676441391,0.10797537410008232,Optimization terminated successfully.
3.1768715631680724,0.25313079268585253,0.23509955398929058,0.17976079925080424,0.15323605299187645,0.04036299758276916,0.056890282204336624,0.09637055423218072,Optimization terminated successfully.
2.8569521109738565,0.22125847854615477,0.16808815096473662,0.290418858311453,0.14218370367115657,0.044986201298670314,0.06241090255617999,0.10831107290661986,Optimization terminated successfully.
2.757638757360729,0.2084132887675234,0.15957613892840616,0.43688011863605336,0.14157118712772684,0.05151457952984342,0.06769950336699176,0.11815499018605793,Optimization terminated successfully.
3.241044545089375,0.30157366384485446,0.26117808485330896,0.12834944844877536,0.16327725691252865,0.04205481325144552,0.05734811450763401,0.10043859608382695,Optimization terminated successfully.
3.326411981080793,0.31882324954262153,0.30392435212592095,0.05314755062610563,0.16504999660866787,0.035881186956018996,0.057096366429445516,0.09266099130241491,Optimization terminated successfully.
3.0714229476465964,0.2707372622687294,0.20424323159012153,0.31737835492361616,0.15655891990075385,0.04031365062973478,0.05759821670002323,0.10137083024931884,Optimization terminated successfully.
3.0240244062234947,0.21760202495332542,0.2077381996098574,0.2969436339922298,0.15053658309057974,0.04322797103568142,0.06114854672527139,0.10243294170465018,Optimization terminated successfully.
2.938294087596239,0.20317429735893403,0.21878246291107994,0.38665520382593477,0.14412230771493045,0.041481573920018985,0.0594080478967093,0.1024860364038218,Optimization terminated successfully.
