m,b1,b0,b2,m_cov,b1_cov,b0_cov,b2_cov,message
3.224746962825485,0.29298476621117975,0.2684772386343213,0.18905046349578242,0.16713273413861746,0.04819430887932891,0.07081885801405738,0.12622006229293356,Optimization terminated successfully.
3.0648439777927057,0.17751326066142425,0.21335726737073057,0.33978188611254556,0.15477617221369208,0.04385391283682508,0.06003962802331287,0.10735125177647349,Optimization terminated successfully.
2.992874720750098,0.22079479715252814,0.16365057870318106,0.41716011957148824,0.14479372263347143,0.046796050407433586,0.06209848807142101,0.11040526526553424,Optimization terminated successfully.
3.0295078801629867,0.31377459449766776,0.3414669028978681,0.09034160967754598,0.15598302468122088,0.04617139749255594,0.06482830198668905,0.11045321716389261,Optimization terminated successfully.
3.230921465573422,0.27295891840803543,0.2985662295253425,0.1623597773785148,0.15694175368510133,0.055165358201287595,0.06975250165500396,0.11856708336404544,Optimization terminated successfully.
3.0884911672709814,0.24358467010265042,0.3215398552692137,0.11895224419043761,0.1505611417790056,0.04481000351386521,0.06291327390048423,0.11129130465586688,Optimization terminated successfully.
2.9967816069487156,0.14700411888546522,0.10641144943432343,0.3935789034260292,0.1380055579537583,0.05401565138962124,0.06640596637766623,0.11993622576503112,Optimization terminated successfully.
3.062414672186135,0.22960972236277064,0.23928312445737632,0.20249684398460033,0.1581963748326332,0.04410498373265793,0.06285251874553317,0.11095526806482985,Optimization terminated successfully.
2.9177623505231027,0.20482825959539294,0.19482040164875497,0.4288644645838627,0.14304204803002016,0.045439657644257565,0.06127206973452902,0.10993481982540167,Optimization terminated successfully.
2.7676500279186635,0.2864886446813024,0.3169640889208066,0.22787691155559645,0.14185023395386154,0.05789630722410644,0.07794987410952442,0.13621937989541283,Optimization terminated successfully.
3.0914884954222064,0.2465727181554782,0.22739570998919348,0.25894550293990404,0.15256015814704887,0.04911721425377846,0.061380852870408543,0.11172071658857911,Optimization terminated successfully.
3.0110578319405725,0.3078388559827204,0.2751726523202235,0.22826968474920512,0.14960526667990293,0.04276802448380683,0.06332012956133713,0.10719829162828137,Optimization terminated successfully.
3.1068827988915295,0.25648596895616604,0.27573189726520375,0.26865188297817894,0.15630634248258202,0.04536324487320169,0.06484867522270886,0.1118607739985029,Optimization terminated successfully.
2.963495799413897,0.13085102273802895,0.09429622305570116,0.5072479184679253,0.13838465174825174,0.045099641728965884,0.058912078403245395,0.1056891556690394,Optimization terminated successfully.
2.849180559763994,0.19730632199270381,0.19476503867679693,0.37999748733177563,0.14365933184067223,0.049195744531486375,0.062204891657784936,0.1121692540890404,Optimization terminated successfully.
3.2184807720726885,0.2509653175294103,0.1997904667331146,0.2645657487346884,0.16005584424974617,0.040924018102512894,0.05833741447572083,0.10205319435201521,Optimization terminated successfully.
3.168319759908495,0.2291299896181603,0.23429786719617102,0.19501141971498495,0.15249900872506753,0.045975445194006176,0.06703440087250516,0.11855152191210623,Optimization terminated successfully.
2.8462624520881574,0.25508055539556934,0.14736491537728275,0.3944493678988238,0.14608783719925,0.05325819748976669,0.06742436289241899,0.12294965476409947,Optimization terminated successfully.
3.202511428147845,0.2413626453865377,0.24569419319473373,0.2529901432850809,0.15930364931344765,0.04585965450414674,0.06453059355310485,0.10945200259020414,Optimization terminated successfully.
2.6434599603476645,0.21596218741137738,0.16759832815254652,0.45875005018386683,0.13437526896235058,0.053062240444451264,0.0722149631774044,0.12264693359409352,Optimization terminated successfully.
2.939512712952978,0.26688865257333105,0.23924541594337753,0.23685166147064743,0.15096504904973412,0.05138574027120951,0.06877435456816117,0.12002299292125031,Optimization terminated successfully.
2.982882821954364,0.26702716137693416,0.25406467727588855,0.25081469432676484,0.15001976257082478,0.048245298894181096,0.0644899613174141,0.11594644179102796,Optimization terminated successfully.
3.0198633115756746,0.3150456384679177,0.40188709328947464,-0.030276238997173306,0.15532346731938276,0.04945331136853803,0.06295269013594655,0.11493778530852586,Optimization terminated successfully.
