p-value
0.006666666666666667
0.34
0.15333333333333332
0.5633333333333334
0.73
0.9966666666666667
0.33
0.42
0.93
0.62
0.09
0.9033333333333333
0.35
0.06333333333333334
0.27
0.9766666666666667
0.97
0.5233333333333333
0.16
0.45666666666666667
0.43333333333333335
0.35333333333333333
0.5466666666666666
0.91
0.5733333333333334
0.5933333333333334
0.36666666666666664
0.44333333333333336
0.8066666666666666
0.8433333333333334
0.06666666666666667
0.53
0.99
0.7366666666666667
0.41
0.37
0.15
0.21666666666666667
0.49666666666666665
0.6733333333333333
0.8866666666666667
0.06666666666666667
0.8366666666666667
0.6233333333333333
0.18
0.51
0.27
0.9266666666666666
0.16
0.7233333333333334
0.8466666666666667
0.4866666666666667
0.39
0.97
0.19666666666666666
0.07666666666666666
0.01
0.056666666666666664
0.06666666666666667
0.09666666666666666
0.5466666666666666
0.9133333333333333
0.8633333333333333
0.64
0.31
0.2733333333333333
0.30666666666666664
0.7466666666666667
0.5666666666666667
0.44666666666666666
0.6766666666666666
0.6366666666666667
0.44
0.24333333333333335
0.14
0.07333333333333333
0.31333333333333335
0.30333333333333334
0.8166666666666667
0.42
0.9633333333333334
0.8266666666666667
0.5
0.53
0.9466666666666667
0.75
0.043333333333333335
0.25666666666666665
0.9633333333333334
0.37333333333333335
0.8133333333333334
0.0
0.58
0.7566666666666667
0.7466666666666667
0.25666666666666665
0.16666666666666666
0.05333333333333334
0.6033333333333334
0.10333333333333333
0.4066666666666667
0.18666666666666668
0.8066666666666666
0.02666666666666667
0.8633333333333333
0.34
0.19333333333333333
0.77
0.5
0.9466666666666667
0.31
0.13666666666666666
0.14666666666666667
0.59
0.48
0.22
0.5666666666666667
0.5533333333333333
0.9766666666666667
0.22333333333333333
0.11
0.5366666666666666
0.7066666666666667
0.38333333333333336
0.14666666666666667
0.6666666666666666
0.66
0.19
0.6533333333333333
0.8566666666666667
0.49
0.6533333333333333
0.08333333333333333
0.6133333333333333
0.9933333333333333
0.7066666666666667
0.09
0.21
0.56
0.04
0.69
0.97
0.26
0.71
0.8966666666666666
0.02
0.16666666666666666
0.16333333333333333
0.25666666666666665
0.92
0.33
0.03333333333333333
0.38333333333333336
0.38666666666666666
0.44333333333333336
0.9633333333333334
0.93
0.7733333333333333
0.0033333333333333335
0.72
0.43333333333333335
0.45
0.62
0.43
0.9333333333333333
0.6333333333333333
0.14
0.6233333333333333
0.5466666666666666
0.34
0.22
0.5066666666666667
0.9733333333333334
0.7866666666666666
0.4066666666666667
0.4533333333333333
0.7333333333333333
0.08
0.03
0.26666666666666666
0.02
0.17333333333333334
0.05
0.87
0.04
0.19333333333333333
0.6766666666666666
0.73
0.9833333333333333
0.8933333333333333
0.19666666666666666
0.16333333333333333
0.6233333333333333
0.3566666666666667
0.13333333333333333
0.13666666666666666
0.32
0.4866666666666667
0.7133333333333334
0.68
0.5533333333333333
0.44666666666666666
0.6533333333333333
0.9866666666666667
0.8333333333333334
0.5266666666666666
0.7833333333333333
0.87
0.26
0.5366666666666666
0.043333333333333335
0.36666666666666664
0.81
0.98
0.8633333333333333
0.72
0.38
0.8833333333333333
0.71
0.8166666666666667
0.13666666666666666
0.5666666666666667
0.8533333333333334
0.61
0.8166666666666667
0.10333333333333333
0.7266666666666667
0.26666666666666666
0.2866666666666667
0.7966666666666666
0.98
0.4266666666666667
0.18
0.91
0.7333333333333333
0.25
0.87
0.7733333333333333
0.6933333333333334
0.6366666666666667
0.08666666666666667
0.5366666666666666
0.4866666666666667
0.48
0.7266666666666667
0.6633333333333333
0.3233333333333333
0.7666666666666667
0.6966666666666667
0.5566666666666666
