p-value
0.1
0.04
0.02
0.043333333333333335
0.0033333333333333335
0.06
0.43
0.05
0.01
0.006666666666666667
0.7966666666666666
0.85
0.023333333333333334
0.32666666666666666
0.21666666666666667
0.1
0.8466666666666667
0.006666666666666667
0.07666666666666666
0.10333333333333333
0.02
0.2966666666666667
0.13333333333333333
0.1
0.0033333333333333335
0.7766666666666666
0.7533333333333333
0.17666666666666667
0.11
0.5866666666666667
