m,b1,b0,b2,m_cov,b1_cov,b0_cov,b2_cov
3.6000254093841466,0.052781364675530046,0.058869584306042666,0.7842610612964431,0.5190262014506937,0.08342072308448781,0.14949997522420566,0.2503684949602831
3.4318743308415254,0.38193944422975307,0.22859539297806586,0.09275631257136607,0.5014233903138138,0.09075379798450024,0.15829612542431828,0.2586772108980173
3.798265104803533,0.2589766442437146,0.028406278397100724,0.4970074447798904,0.5389245037425188,0.08760866148884071,0.14823141582581972,0.23754927196051598
3.4148229206237875,0.20781838541632783,0.15634204109719485,0.6879559688554309,0.5017971756563352,0.09662579090789052,0.16501188514118778,0.27048653097906733
3.014991012950209,0.2053933469069933,0.21334319445357142,0.4024124123630819,0.4614305017798761,0.10304149655510537,0.17473959478667087,0.2921440053119
3.669817117245917,0.18287163821289404,0.041321378212232904,0.27357784795751905,0.5248167586019936,0.0887425562293164,0.13957042995024457,0.24563750667852444
2.9011532831752476,0.11272732180941461,0.24214908709409474,0.2115578948433222,0.44884937029543015,0.10268883507744452,0.17282491651294754,0.30520470784308024
2.908181763102551,0.27627790789029827,-0.004505597523527175,0.32348574799355057,0.4490717932047973,0.10327103634710062,0.16400370066706726,0.2713058953692003
2.880973217072588,0.2719926983888819,0.13496690409522547,0.4003752083626293,0.4483090150259802,0.0976832333889686,0.1687287338699243,0.2696427003448911
3.4657889444899217,0.1774853838865585,0.07221341373750485,0.6353323333260803,0.5066153905020128,0.08037937929988369,0.15608319243883842,0.2534372659660525
3.525784972963959,0.23713382960583745,0.351042865881268,0.019853793295748344,0.5104526407368138,0.08841061950789432,0.14918109500655133,0.26067189312339933
3.2098581666139077,0.2938355284966101,0.47011102109972736,-0.31984485375168376,0.4801611451032033,0.09204941803527608,0.15144781038336727,0.2551096296686065
2.1170292832602513,0.20166840531263552,0.25577494279705104,0.5109748298330279,0.3743920175551976,0.1240243502002561,0.22128973447802552,0.3607448371363744
4.333674524375076,0.020646874324918366,-0.047662266836562064,0.6663372235621875,0.5909714686929489,0.07651484659849912,0.14250631466327324,0.219794967350022
3.065669861075458,0.2296080736018528,0.12386729030948226,0.6033758377113199,0.4658910213280921,0.09242214583557892,0.15750586701677594,0.26239814867888916
1.997961285597271,0.18765620266165556,0.2110890593556176,0.2975406030100796,0.36025822340299707,0.13133738670753395,0.23013684903016854,0.35508194451094294
3.4565596834708248,0.12118241428611684,0.10072887882210757,0.3765001749849731,0.5040312385650355,0.0872265713971184,0.1521841775038283,0.25028298062511867
2.530558377538543,0.27235866825653676,0.31780567277757554,0.04251426296022717,0.41334293526788723,0.10211612036138262,0.1865312942887308,0.28512209000609373
2.687933779068035,0.12790186881011278,0.05070946427359088,0.43786209035919954,0.42798100021447344,0.09133297378112921,0.15805307399496787,0.2668358381623107
1.7793481899710089,0.469585147853225,0.3903891980137394,0.04988313181196612,0.3354872869966411,0.15224131736035784,0.23370212623171424,0.3913157186787562
3.2171706061090592,0.3090450376308472,0.26652783689731147,-0.041290079702689914,0.480879044853002,0.09068167642722548,0.15665086078445453,0.2425869566898182
2.4866761194241063,0.2646621766315401,0.09533290442585213,0.39257616008053164,0.40916611754700283,0.11614303396736898,0.19088872029854012,0.2973244050880474
2.9047455644081355,0.27245160300445137,0.1505792128863087,0.5801956778765418,0.44828598921676943,0.10012650871419633,0.1656056326029263,0.31033493051910366
3.0188724035579804,0.42467732808066294,0.40899890513597026,-0.23010692372207386,0.461247419296427,0.09925950639702093,0.17232203553258457,0.27171288543533123
3.398998807463203,0.057631235594371846,0.21257284777722293,0.4426578734394292,0.49857416970797513,0.08313044550668709,0.14621421242427873,0.23077414063158178
2.813810363604439,0.13685775455920673,0.1868328424537044,0.26929422827608296,0.4402525400987245,0.09128577686797432,0.17349925017134823,0.2754974281540176
3.26705668756442,0.09743243271049527,-0.06671538002246116,0.6624550467817123,0.4850775999347025,0.07939540060536646,0.15128670632887453,0.23823605738379477
3.5578010143728234,0.20992448142816106,0.0271146823364459,0.763826940527696,0.514716052829922,0.09210382822721105,0.1499559311851493,0.2531581914967147
3.6617391464737654,0.19803598576053727,0.2727925007946864,0.3366118363969162,0.5248535232867677,0.08082183945810727,0.14063315191622938,0.23865355985978914
3.141020191885579,0.2653021894514472,0.29756580768535423,0.22764961982205076,0.4735124148422829,0.08809131522917632,0.15278110135889347,0.24286997979687558
3.141692917271019,0.2375390656068663,0.36661099572717915,0.235524640764685,0.47391339631376717,0.09340701031102551,0.15860515157523478,0.2655442344632006
2.7663062019447726,0.15891610433412995,0.1459619210686555,0.5522181610690575,0.43718198223526505,0.10158394540439568,0.1839260885988693,0.2972360586897924
3.03792395260252,0.17181927526553747,0.39989039949570304,0.22024657110969717,0.4632024813589124,0.09551442290809721,0.16869217342244083,0.2798245249868233
3.641579618519235,0.23347581079998783,0.04296347267500347,0.4075906083489792,0.5231927172157019,0.08628141016416659,0.1468269950225558,0.23517727663792873
3.1041043591045376,0.11745835015494263,0.19774566022078954,0.5544757874887212,0.46919126765200986,0.09267567974556548,0.15902136180835158,0.288321719505536
2.2450134809486464,0.1876335069702328,0.4238772303269236,0.21475208866760692,0.38592037574060756,0.11762726164076541,0.23328029917887502,0.3380235765355511
3.2053230943880973,0.12205500324465116,-0.04148052315423882,0.5985085096919818,0.4795514072382254,0.09647059143360359,0.16083042283016047,0.27004177591898304
2.215831602210863,0.08209381178630765,0.16278898196450173,0.7325844687796812,0.38182089174679124,0.11559162160049413,0.1932006299699813,0.34301311501207893
3.383949740486716,0.11707995736305693,0.0995839035218258,0.26364594150035353,0.49629063066192075,0.0821599249531315,0.1457955227773371,0.24105075288082403
2.9890872773995647,0.2551306582739469,0.5319136065233006,0.06799488668205697,0.45862053686073606,0.09063668610499236,0.1723534467790932,0.26627762714176195
4.856033417420404,0.2508295493916005,0.21602383832772643,0.12271822897973522,0.642557965153716,0.07258251497895797,0.125117050246748,0.20940137332309283
2.6339773233860826,0.22197092852885345,0.3675834994103102,0.34556919072993364,0.4229740674709006,0.1052792520996788,0.1768788661358969,0.2864317779664205
